"Entity ID","Common Name","Scientific Name","Where Listed","Species Group","FWS Lead Region","ESA Listing Status","Critical Habitat Type","Federal Register Publication","Critical Habitat Shapefile","tsn","Acres and Miles"
"4162","Springsnail, Chupadera","Pyrgulopsis chupaderae","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2012-07-12)","Download","568194","0.3 acres"
"4179","Cactus, Fickeisen plains","Pediocactus peeblesianus ssp. fickeiseniae","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2016-08-18)","Download","195354","16183.7 acres"
"4201","Ha`iwale","Cyrtandra kaulantha","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34179","30094.1 acres"
"4210","Spinymussel, Altamaha","Elliptio spinosa","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2011-10-11)","Download","79969","7418.6 acres; 136.2 miles"
"4228","Chipmunk, Penasco least","Tamias minimus atristriatus","Wherever found","Mammals","Region 2","Endangered","Critical Habitat Plot Points","Federal Register (2024-12-10)","Download","632531","4367.4 acres"
"4228","Chipmunk, Penasco least","Tamias minimus atristriatus","Wherever found","Mammals","Region 2","Endangered","Critical Habitat Plot Points","Federal Register (2024-12-10)","Download","632531","4367.4 acres"
"4237","Warbler, elfin-woods","Setophaga angelae","Wherever found","Birds","Region 4","Threatened","Final","Federal Register (2020-06-30)","Download","950027","27482.6 acres"
"4238","No common name","Wikstroemia villosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","27161","51696.9 acres"
"4243","chub, Peppered","Macrhybopsis tetranema","Wherever found","Fishes","Region 2","Endangered","Final","Federal Register (2022-02-28)","Download","553282","24903.2 acres"
"4248","Sculpin, Grotto","Cottus specus","Wherever found","Fishes","Region 3","Endangered","Final","Federal Register (2013-09-25)","Exempted or Excluded please see Federal Register Document","-548","0 Acres or Miles"
"4253","Sandmat, pineland","Chamaesyce deltoidea pinetorum","","Flowering Plants","Region 4","Threatened","Proposed","Federal Register (2022-10-14)","","525092",""
"4274","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","California Central Valley DPS","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161989",""
"4284","skullcap, Ocmulgee","Scutellaria ocmulgee","Wherever found","Flowering Plants","Region 4","Endangered","Critical Habitat Plot Points","Federal Register (2024-10-30)","Download","32809","6519.6 acres"
"4284","skullcap, Ocmulgee","Scutellaria ocmulgee","Wherever found","Flowering Plants","Region 4","Endangered","Critical Habitat Plot Points","Federal Register (2024-10-30)","Download","32809","6519.6 acres"
"4296","Horned lark, streaked","Eremophila alpestris strigata","Wherever found","Birds","Region 1","Threatened","Final","Federal Register (2013-10-03)","Download","178412","4432.9 acres"
"4300","Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha","Snake River fall-run ESU","Fishes","NOAA","Threatened","Final","Federal Register (1993-12-28)","","161980",""
"4318","Topminnow, barrens","Fundulus julisia","Wherever found","Fishes","Region 4","Endangered","Proposed","Federal Register (2024-07-09)","Download","165677","84.0 acres"
"4326","Damselfly, crimson Hawaiian","Megalagrion leptodemas","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","722005","30094.1 acres"
"4377","Alani","Melicope hiiakae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","516975","25106.1 acres"
"4395","Bully, Everglades","Sideroxylon reclinatum ssp. austrofloridense","","Flowering Plants","Region 4","Threatened","Proposed","Federal Register (2022-10-14)","","524698",""
"4411","Pearlshell, Alabama","Margaritifera marrianae","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2012-10-10)","Download","80374","960.3 acres; 125.0 miles"
"4431","Darter, Pearl","Percina aurora","Wherever found","Fishes","Region 4","Threatened","Final","Federal Register (2023-04-06)","Download","553383","12461.6 acres"
"4437","Tryonia, Diamond","Pseudotryonia adamantina","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","1132538","463.0 acres"
"4479","Springsnail, Phantom","Pyrgulopsis texana","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","1132617","19.2 acres"
"4487","No common name","Keysseria (=Lagenifera) erici","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","38781","14275.3 acres"
"4490","Spectaclecase (mussel)","Cumberlandia monodonta","Wherever found","Clams","Region 3","Endangered","Proposed","Federal Register (2024-12-13)","Download","80376","181614.7 acres"
"4508","Butterfly, Miami Blue","Cyclargus thomasi bethunebakeri","Wherever found","Insects","Region 4","Endangered","Not Prudent","Federal Register (2012-04-06)","","778904",""
"4533","No common name","Phyllostegia floribunda","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","196155","95608.0 acres"
"4551","Bacora, marron","Solanum conocarpum","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2022-06-16)","Download","30467","2547.9 acres"
"4565","Bladderpod, White Bluffs","Physaria douglasii ssp. tuplashensis","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2013-12-20)","Download","823381","1808.9 acres"
"4567","Kangaroo rat, Texas","Dipodomys elator","Wherever found","Mammals","Region 2","Proposed Endangered","Proposed","Federal Register (2023-08-17)","Download","180237","597151.7 acres"
"4589","Ko`oko`olau","Bidens micrantha ssp. ctenophylla","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2018-08-21)","Download","523687","11633.0 acres"
"4630","Nohoanu","Geranium kauaiense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","502760","14275.3 acres"
"4712","Crabgrass, Florida pineland","Digitaria pauciflora","","Flowering Plants","Region 4","Threatened","Proposed","Federal Register (2022-10-14)","","40644",""
"4724","Skyrocket, Pagosa","Ipomopsis polyantha","Wherever found","Flowering Plants","Region 6","Endangered","Final","Federal Register (2012-08-13)","Download","31215","9427.5 acres"
"4740","Hoawa","Pittosporum halophilum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","24080","3865.7 acres"
"4766","Springsnail, Three Forks","Pyrgulopsis trivialis","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2012-04-17)","Download","568240","26.3 acres"
"4773","Salamander, California tiger","Ambystoma californiense","U.S.A. (Central CA DPS)","Amphibians","Region 8","Threatened","Final","Federal Register (2005-08-23)","Download","173595","196948.3 acres"
"4858","Na`ena`e","Dubautia imbricata ssp. imbricata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","523992","4992.8 acres"
"4910","Tiger beetle, Salt Creek","Cicindela nevadica lincolniana","Wherever found","Insects","Region 6","Endangered","Final","Federal Register (2014-05-06)","Download","697848","852.3 acres"
"4961","Haha","Cyanea kuhihewa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","565111","4992.8 acres"
"4992","Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha","California Coastal ESU","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161980",""
"5065","Waterdog, black warrior (=Sipsey Fork)","Necturus alabamensis","Wherever found","Amphibians","Region 4","Endangered","Final","Federal Register (2018-01-03)","Download","173628","7249.6 acres; 397.0 miles"
"5104","No common name","Lysimachia venosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","195809","1026.6 acres"
"5153","Crayfish, Big Sandy","Cambarus callainus","Wherever found","Crustaceans","Region 5","Threatened","Final","Federal Register (2022-03-15)","Download","1133612","3669.8 acres; 334.1 miles"
"5210","Mouse, New Mexico meadow jumping","Zapus hudsonius luteus","Wherever found","Mammals","Region 2","Endangered","Final","Federal Register (2016-03-16)","Download","609782","12415.8 acres"
"5232","Otter, Northern Sea","Enhydra lutris kenyoni","Southwest Alaska DPS","Mammals","Region 7","Threatened","Final","Federal Register (2009-10-08)","Download","622038","3805575.4 acres"
"5233","silverbush, Blodgett's","Argythamnia blodgettii","","Flowering Plants","Region 4","Threatened","Proposed","Federal Register (2022-10-14)","","184702",""
"5265","Salmon, coho","Oncorhynchus (=Salmo) kisutch","Oregon Coast ESU","Fishes","NOAA","Threatened","Final","Federal Register (2011-04-13)","","161977",""
"5273","Prairie-clover, Florida","Dalea carthagenensis floridana","","Flowering Plants","Region 4","Endangered","Proposed","Federal Register (2022-10-14)","","527659",""
"5281","Mussel, snuffbox","Epioblasma triquetra","Wherever found","Clams","Region 3","Endangered","Proposed","Federal Register (2024-12-13)","Download","80345","63679.9 acres"
"5288","Madtom, Carolina","Noturus furiosus","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2021-06-09)","Download","164015","2094.9 acres; 229.4 miles"
"5358","Buckwheat, Tiehm's","Eriogonum tiehmii","","Flowering Plants","Region 8","Endangered","Proposed","Federal Register (2022-02-03)","Download","195637","877.7 acres"
"5362","Tryonia, Gonzales","Tryonia circumstriata (=stocktonensis)","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","568402","463.0 acres"
"5380","Spike, false","Fusconaia mitchelli","Wherever found","Clams","Region 2","Endangered","Final","Federal Register (2024-06-04)","Download","906951","2031.1 acres"
"5391","Fanshell, western","Cyprogenia aberti","Wherever found","Clams","Region 3","Threatened","Final","Federal Register (2023-06-27)","Download","80273","6575.9 acres"
"5434","Salamander, Georgetown","Eurycea naufragia","Wherever found","Amphibians","Region 2","Threatened","Final","Federal Register (2021-08-18)","Download","668291","731.5 acres"
"5449","Shrimp, anchialine pool","Vetericaris chaceorum","Wherever found","Crustaceans","Region 1","Endangered","Not Prudent","Federal Register (2024-03-12)","","659838",""
"5610","Butterfly, Island marble","Euchloe ausonides insulanus","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2020-05-05)","Download","778540","814.0 acres"
"5658","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Southern California DPS","Fishes","NOAA","Endangered","Final","Federal Register (2005-09-02)","","161989",""
"5688","Salamander, relictual slender","Batrachoseps relictus","Wherever found","Amphibians","Region 8","Proposed Endangered","Proposed","Federal Register (2023-11-21)","Download","208344","4745.2 acres"
"5709","No common name","Melicope remyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","28995","28375.6 acres"
"5719","Darter, Cumberland","Etheostoma susanae","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2012-10-16)","Download","913907","300.8 acres; 49.1 miles"
"5797","stonecrop, Bartram's","Graptopetalum bartramii","Wherever found","Flowering Plants","Region 2","Threatened","Proposed","Federal Register (2019-12-06)","","502830",""
"5815","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Middle Columbia River DPS","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161989",""
"5921","Pupfish, Pecos","Cyprinodon pecosensis","Wherever found","Fishes","Region 2","Proposed Threatened","Proposed","Federal Register (2024-11-22)","Download","165639","28145.3 acres"
"5944","Snake, rim rock crowned","Tantilla oolitica","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2022-10-14)","Download","174284","6120.9 acres"
"5956","Popolo","Cyanea solanacea","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34745","22786.7 acres"
"5964","Heelsplitter, Texas","Potamilus amphichaenus","Wherever found","Clams","Region 2","Proposed Endangered","Proposed","Federal Register (2023-03-20)","Download","80286","16188.5 acres"
"5991","Haiwale","Cyrtandra waiolani","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34263","25106.1 acres"
"6019","Haha","Cyanea lanceolata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","507717","27069.7 acres"
"6062","Bean, rayed","Villosa fabalis","Wherever found","Clams","Region 3","Endangered","Proposed","Federal Register (2024-12-13)","Download","80201","21100.1 acres"
"6097","pinesnake, black","Pituophis melanoleucus lodingi","Wherever found","Reptiles","Region 4","Threatened","Final","Federal Register (2020-02-26)","Download","209395","323862.6 acres"
"6138","Tryonia, Phantom","Tryonia cheatumi","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","70601","19.2 acres"
"6220","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Lower Columbia River DPS","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161989",""
"6231","Damselfly, oceanic Hawaiian","Megalagrion oceanicum","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","722011","30339.0 acres"
"6257","No common name","Stenogyne cranwelliae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","32839","91562.7 acres"
"6297","Chub, Gila","Gila intermedia","Wherever found","Fishes","Region 2","Endangered","Final","Federal Register (2005-11-02)","Download","163560","9758.5 acres"
"6303","Haha","Cyanea profuga","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34733","13867.4 acres"
"6346","Salamander, Austin blind","Eurycea waterlooensis","Wherever found","Amphibians","Region 2","Endangered","Final","Federal Register (2013-08-20)","Download","668294","76.0 acres"
"6490","Desert buckwheat, Umtanum","Eriogonum codium","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2013-12-20)","Download","565176","313.8 acres"
"6522","Akekee","Loxops caeruleirostris","Wherever found","Birds","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","554341","17216.0 acres"
"6534","Pigtoe, tapered","Fusconaia burkei","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2012-10-10)","Download","906930","8449.8 acres"
"6536","Kopiko","Psychotria hobdyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","35104","2619.8 acres"
"6557","Darter, diamond","Crystallaria cincotta","Wherever found","Fishes","Region 5","Endangered","Final","Federal Register (2013-08-22)","Download","913922","1914.8 acres"
"6578","Salmon, coho","Oncorhynchus (=Salmo) kisutch","Southern Oregon - Northern California Coast ESU","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161977",""
"6596","Amphipod, Pecos","Gammarus pecos","Wherever found","Crustaceans","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","93792","463.0 acres"
"6617","Rose-mallow, Neches River","Hibiscus dasycalyx","Wherever found","Flowering Plants","Region 2","Threatened","Final","Federal Register (2013-09-11)","Download","21627","120.7 acres"
"6620","Turtle, Sonoyta mud","Kinosternon sonoriense longifemorale","Wherever found","Reptiles","Region 2","Endangered","Final","Federal Register (2020-06-23)","","208585",""
"6632","Reedgrass, Hillebrand's","Calamagrostis hillebrandii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","40568","1473.9 acres"
"6662","Darter, yellowcheek","Etheostoma moorei","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2012-10-16)","Download","168412","2648.2 acres; 85.9 miles"
"6672","Rockcress, Georgia","Arabis georgiana","Wherever found","Flowering Plants","Region 4","Threatened","Final","Federal Register (2014-09-12)","Download","22694","510.4 acres"
"6679","Ha`iwale","Cyrtandra oenobarba","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","34213","6030.1 acres"
"6782","Fescue, Guadalupe","Festuca ligulata","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2017-09-07)","","40803",""
"6827","Creekshell, Kentucky","Villosa ortmanni","Wherever found","Clams","Region 4","Proposed Endangered","Proposed","Federal Register (2024-09-17)","Download","80210","6785.9 acres"
"6841","Pearlymussel, slabside","Pleuronaia dolabelloides","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2013-09-26)","Download","906914","15848.4 acres; 908.0 miles"
"6845","Pa`iniu","Astelia waialealae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","43181","14275.3 acres"
"6901","Cuckoo, yellow-billed","Coccyzus americanus","Western U.S. DPS","Birds","Region 2","Threatened","Final","Federal Register (2021-04-21)","Download","177831","299489.1 acres"
"6966","Salmon, coho","Oncorhynchus (=Salmo) kisutch","Central California Coast ESU","Fishes","NOAA","Endangered","Final","Federal Register (1999-05-05)","","161977",""
"6969","Haha","Cyanea marksii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","34720","8953.0 acres"
"7046","No common name","Melicope cornuta var. decurrens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","529720","7295.0 acres"
"7048","Pigtoe, Atlantic","Fusconaia masoni","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2021-11-16)","Download","80049","5342.1 acres; 495.0 miles"
"7054","Cactus, Acuña","Echinomastus erectocentrus var. acunensis","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2016-08-18)","Download","534770","17354.2 acres"
"7115","Sea lion, Steller","Eumetopias jubatus","Western DPS","Mammals","NOAA","Endangered","Final","Federal Register (1997-06-05)","","180625",""
"7136","Pea, Big Pine partridge","Chamaecrista lineata keyensis","","Flowering Plants","Region 4","Endangered","Proposed","Federal Register (2022-10-14)","","527271",""
"7150","Madtom, chucky","Noturus crypticus","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2012-10-16)","Download","1176373","90.7 acres; 17.6 miles"
"7167","Glade cress, Kentucky","Leavenworthia exigua laciniata","Wherever found","Flowering Plants","Region 4","Threatened","Final","Federal Register (2014-05-06)","Download","528701","1846.2 acres"
"7170","lehua makanoe","Lysimachia daphnoides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","24003","14275.3 acres"
"7177","Pigtoe, narrow","Fusconaia escambia","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2012-10-10)","Download","80047","11020.1 acres; 591.2 miles"
"7220","Phacelia, DeBeque","Phacelia submutica","Wherever found","Flowering Plants","Region 6","Threatened","Final","Federal Register (2012-08-13)","Download","31601","24048.3 acres"
"7229","No common name","Phyllostegia hispida","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196164","17468.4 acres"
"7261","Fly, Hawaiian picture-wing","Drosophila sharpi","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","146570","17216.0 acres"
"7270","Phacelia, sand dune","Phacelia argentea","","Flowering Plants","Region 1","Threatened","Final","Federal Register (2023-08-22)","Download","31454","169.6 acres"
"7280","`aku","Cyanea tritomantha","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","34752","76870.7 acres"
"7332","Sunfish, spring pygmy","Elassoma alabamae","Wherever found","Fishes","Region 4","Threatened","Final","Federal Register (2019-05-30)","Download","202001","1330.6 acres"
"7349","Sandshell, Southern","Hamiota australis","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2012-10-10)","Download","906925","16941.5 acres; 562.2 miles"
"7363","Ebonyshell, round","Reginaia rotulata","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2012-10-10)","Download","988187","5110.1 acres; 303.6 miles"
"7367","No common name","Polyscias lydgatei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","-1269","1959.7 acres"
"7372","Moccasinshell, Suwannee","Medionidus walkeri","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2021-07-01)","Download","80268","4868.0 acres; 187.6 miles"
"7495","Checkerspot, Taylor's (=whulge)","Euphydryas editha taylori","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2013-10-03)","Download","201295","1633.7 acres"
"7529","No common name","Asplenium dielmannii","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","897130","2939.3 acres"
"7610","Salamander, Salado","Eurycea chisholmensis","Wherever found","Amphibians","Region 2","Threatened","Final","Federal Register (2021-08-18)","Download","668290","581.4 acres"
"7617","Ko`oko`olau","Bidens campylotheca ssp. pentamera","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","523679","44917.2 acres"
"7670","Shiner, smalleye","Notropis buccula","Wherever found","Fishes","Region 2","Endangered","Final","Federal Register (2014-08-04)","Download","163432","22631.0 acres; 583.3 miles"
"7800","Massasauga (=rattlesnake), eastern","Sistrurus catenatus","Wherever found","Reptiles","Region 3","Threatened","Not Prudent","Federal Register (2016-09-30)","","174304",""
"7805","`Awikiwiki","Canavalia pubescens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","501187","16865.2 acres"
"7816","Mussel, sheepnose","Plethobasus cyphyus","Wherever found","Clams","Region 3","Endangered","Proposed","Federal Register (2024-12-13)","Download","80229","27969.8 acres"
"7855","Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha","Sacramento River winter-run ESU","Fishes","NOAA","Endangered","Final","Federal Register (1993-06-16)","","161980",""
"7886","No common name","Polyscias bisattenuata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","29402","7612.6 acres"
"7892","Haha","Cyanea asplenifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34677","21448.7 acres"
"7948","Spurge, wedge","Chamaesyce deltoidea serpyllum","","Flowering Plants","Region 4","Endangered","Proposed","Federal Register (2022-10-14)","","195976",""
"7949","Kidneyshell, southern","Ptychobranchus jonesi","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2012-10-10)","Download","80160","16941.5 acres; 1072.8 miles"
"7979","A`e","Zanthoxylum oahuense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","28857","25106.1 acres"
"7989","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Snake River Basin DPS","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161989",""
"8134","Mussel, salamander","Simpsonaias ambigua","Wherever found","Clams","Region 3","Proposed Endangered","Proposed","Federal Register (2023-08-22)","Download","80145","151730.3 acres"
"8172","Amphipod, diminutive","Gammarus hyalleloides","Wherever found","Crustaceans","Region 2","Endangered","Final","Federal Register (2013-07-09)","Download","656840","19.2 acres"
"8229","Fawnsfoot, Mexican","Truncilla cognata","Wherever found","Clams","Region 2","Proposed Endangered","Proposed","Federal Register (2023-07-25)","Download","80169","6267.0 acres"
"8231","Salamander, Jollyville Plateau","Eurycea tonkawae","Wherever found","Amphibians","Region 2","Threatened","Final","Federal Register (2013-08-20)","Download","668293","3305.2 acres"
"8232","Blindcat, toothless","Trogloglanis pattersoni","Wherever found","Fishes","Region 2","Proposed Endangered","Not Prudent","Federal Register (2023-08-22)","","164033",""
"8254","No common name","Keysseria (=Lagenifera) helenae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","38782","14275.3 acres"
"8277","Ko`oko`olau","Bidens campylotheca ssp. waihoiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","523680","39540.5 acres"
"8278","Salmon, sockeye","Oncorhynchus (=Salmo) nerka","Snake River ESU","Fishes","NOAA","Endangered","Final","Federal Register (1993-12-28)","","161979",""
"8302","Salamander, Kern Canyon slender","Batrachoseps simatus","Wherever found","Amphibians","Region 8","Proposed Threatened","Proposed","Federal Register (2023-11-21)","Download","173710","1946.2 acres"
"8303","No common name","Melicope cornuta var. cornuta","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","529719","25106.1 acres"
"8338","Ko`oko`olau","Bidens conjuncta","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","35742","7960.0 acres"
"8347","Haiwale","Cyrtandra gracilis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34153","25106.1 acres"
"8352","Darter, candy","Etheostoma osburni","Wherever found","Fishes","Region 5","Endangered","Final","Federal Register (2021-04-07)","Download","168419","5520.5 acres"
"8357","Alani","Melicope paniculata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","196045","4992.8 acres"
"8395","Salamander, California tiger","Ambystoma californiense","U.S.A. (CA - Santa Barbara County)","Amphibians","Region 8","Endangered","Final","Federal Register (2004-11-24)","Download","173595","10973.1 acres"
"8503","Beetle, Casey's June","Dinacoma caseyi","Wherever found","Insects","Region 8","Endangered","Final","Federal Register (2011-09-22)","Download","927833","678.9 acres"
"8621","knot, rufa red","Calidris canutus rufa","Wherever found","Birds","Region 5","Threatened","Proposed","Federal Register (2023-04-13)","Download","176644","693720.0 acres"
"8683","Pocket gopher, Olympia","Thomomys mazama pugetensis","Wherever found","Mammals","Region 1","Threatened","Final","Federal Register (2014-04-09)","Download","900463","658.1 acres"
"8684","Pocket gopher, Tenino","Thomomys mazama tumuli","Wherever found","Mammals","Region 1","Threatened","Final","Federal Register (2014-04-09)","Download","900465","421.3 acres"
"8685","Pocket gopher, Yelm","Thomomys mazama yelmensis","Wherever found","Mammals","Region 1","Threatened","Final","Federal Register (2014-04-09)","Download","900466","518.5 acres"
"8861","Bear, polar","Ursus maritimus","Wherever found","Mammals","Region 7","Threatened","Final","Federal Register (2010-12-07)","Download","180542","119956002.6 acres"
"8962","Bat, Mariana fruit (=Mariana flying fox)","Pteropus mariannus mariannus","Wherever found","Mammals","Region 1","Threatened","Final","Federal Register (2004-10-28)","Download","947433","340.2 acres"
"9001","Butterfly, Mount Charleston blue","Icaricia (Plebejus) shasta charlestonensis","Wherever found","Insects","Region 8","Endangered","Final","Federal Register (2015-06-30)","Download","-1266","5270.3 acres"
"9021","Salmon, coho","Oncorhynchus (=Salmo) kisutch","Lower Columbia River ESU","Fishes","NOAA","Threatened","Final","Federal Register (2016-11-02)","","161977",""
"9126","Whale, killer","Orcinus orca","Southern Resident DPS","Mammals","NOAA","Endangered","Final","Federal Register (2006-11-29)","","180469",""
"9220","dace, Laurel","Chrosomus saylori","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2012-10-16)","Download","913997","168.6 acres; 23.7 miles"
"9222","Clubshell, Canoe Creek","Pleurobema athearni","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2022-07-06)","Download","983587","182.6 acres"
"9337","Sage-grouse, greater","Centrocercus urophasianus","Bi-State","Birds","Region 8","Proposed Threatened","Proposed","Federal Register (2013-10-28)","Download","175855","1867462.1 acres"
"9378","Coqui, Llanero","Eleutherodactylus juanariveroi","Wherever found","Amphibians","Region 4","Endangered","Final","Federal Register (2012-10-04)","Download","774192","633.8 acres"
"9382","Coral, staghorn","Acropora cervicornis","Wherever found","Corals","NOAA","Threatened","Final","Federal Register (2008-11-26)","","52862",""
"9384","Coral, elkhorn","Acropora palmata","Wherever found","Corals","NOAA","Threatened","Final","Federal Register (2008-11-26)","","52861",""
"9386","Crayfish, Panama City","Procambarus econfinae","Wherever found","Crustaceans","Region 4","Threatened","Final","Federal Register (2022-01-05)","Download","97508","4044.0 acres"
"9432","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Puget Sound DPS","Fishes","NOAA","Threatened","Final","Federal Register (2016-11-02)","","161989",""
"9707","Sea turtle, loggerhead","Caretta caretta","Northwest Atlantic Ocean DPS","Reptiles","Region 4","Threatened","Final","Federal Register (2014-07-10)","Download","173830","7344.0 acres; 707.5 miles"
"9721","fern, Florida bristle","Trichomanes punctatum ssp. floridanum","","Ferns and Allies","Region 4","Endangered","Final","Federal Register (2022-12-22)","Download","17917","4128.9 acres"
"9725","bat, Florida bonneted","Eumops floridanus","Wherever found","Mammals","Region 4","Endangered","Final","Federal Register (2024-03-07)","Download","946276","1159684.4 acres"
